"","Country","WHO_region","T0","T0/2","T0/3","T0/4","T0/5","Criterion","transform","filter","domain"
"1331","Myanmar","SEARO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1332","Nepal","SEARO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1333","Sri Lanka","SEARO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1334","Thailand","SEARO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1335","Timor-Leste","SEARO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1336","Bangladesh","SEARO",0,1,1,0,0,"SC",2,"high-pass","frequency"
"1337","Bhutan","SEARO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1338","Democratic Peoples Republic of Korea","SEARO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1339","India","SEARO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1340","Indonesia","SEARO",0,1,0,0,0,"SC",2,"high-pass","frequency"
"1341","Maldives","SEARO",0,1,0,0,0,"SC",2,"high-pass","frequency"
"1342","Myanmar","SEARO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1343","Nepal","SEARO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1344","Sri Lanka","SEARO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1345","Thailand","SEARO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1346","Timor-Leste","SEARO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1347","American Samoa","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1348","Australia","WPRO",0,1,1,0,0,"BIC",2,"high-pass","frequency"
"1349","Brunei Darussalam","WPRO",0,1,1,0,0,"BIC",2,"high-pass","frequency"
"1350","Cambodia","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1351","China","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1352","Cook Islands","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1353","Fiji","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1354","French Polynesia","WPRO",0,0,1,0,0,"BIC",2,"high-pass","frequency"
"1355","Guam","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1356","Japan","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1357","Kiribati","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1358","Lao Peoples Democratic Republic","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1359","Malaysia","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1360","Marshall Islands","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1361","Micronesia (Federated States of)","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1362","Mongolia","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1363","Nauru","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1364","New Caledonia","WPRO",0,1,1,0,0,"BIC",2,"high-pass","frequency"
"1365","New Zealand","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1366","Niue","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1367","Northern Mariana Islands (Commonwealth of the)","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1368","Palau","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1369","Papua New Guinea","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1370","Philippines","WPRO",0,1,1,0,0,"BIC",2,"high-pass","frequency"
"1371","Pitcairn Islands","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1372","Republic of Korea","WPRO",0,1,1,0,0,"BIC",2,"high-pass","frequency"
"1373","Samoa","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1374","Singapore","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1375","Solomon Islands","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1376","Tokelau","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1377","Tonga","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1378","Tuvalu","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1379","Vanuatu","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1380","Viet Nam","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1381","Wallis and Futuna","WPRO",0,0,0,0,0,"BIC",2,"high-pass","frequency"
"1382","American Samoa","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1383","Australia","WPRO",0,0,1,0,0,"SC",2,"high-pass","frequency"
"1384","Brunei Darussalam","WPRO",0,0,1,0,0,"SC",2,"high-pass","frequency"
"1385","Cambodia","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1386","China","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1387","Cook Islands","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1388","Fiji","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1389","French Polynesia","WPRO",0,1,1,0,0,"SC",2,"high-pass","frequency"
"1390","Guam","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1391","Japan","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1392","Kiribati","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1393","Lao Peoples Democratic Republic","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1394","Malaysia","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1395","Marshall Islands","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1396","Micronesia (Federated States of)","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1397","Mongolia","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1398","Nauru","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1399","New Caledonia","WPRO",0,1,1,0,0,"SC",2,"high-pass","frequency"
"1400","New Zealand","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1401","Niue","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1402","Northern Mariana Islands (Commonwealth of the)","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1403","Palau","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1404","Papua New Guinea","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1405","Philippines","WPRO",0,1,1,0,0,"SC",2,"high-pass","frequency"
"1406","Pitcairn Islands","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1407","Republic of Korea","WPRO",0,1,1,0,0,"SC",2,"high-pass","frequency"
"1408","Samoa","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1409","Singapore","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1410","Solomon Islands","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1411","Tokelau","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1412","Tonga","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1413","Tuvalu","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1414","Vanuatu","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1415","Viet Nam","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1416","Wallis and Futuna","WPRO",0,0,0,0,0,"SC",2,"high-pass","frequency"
"1417","Algeria","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1418","Angola","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1419","Benin","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1420","Botswana","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1421","Burkina Faso","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1422","Burundi","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1423","Cabo Verde","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1424","Cameroon","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1425","Central African Republic","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1426","Chad","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1427","Comoros","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1428","Congo","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1429","Ctedvoire","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1430","Democratic Republic of the Congo","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1431","Equatorial Guinea","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1432","Eritrea","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1433","Eswatini","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1434","Ethiopia","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1435","Gabon","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1436","Gambia","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1437","Ghana","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1438","Guinea","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1439","Guinea-Bissau","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1440","Kenya","AFRO",0,1,0,0,0,"BIC",3,"high-pass","frequency"
"1441","Lesotho","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1442","Liberia","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1443","Madagascar","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1444","Malawi","AFRO",0,1,0,0,0,"BIC",3,"high-pass","frequency"
"1445","Mali","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1446","Mauritania","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1447","Mauritius","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1448","Mayotte","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1449","Mozambique","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1450","Namibia","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1451","Niger","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1452","Nigeria","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1453","Runion","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1454","Rwanda","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1455","Saint Helena Ascension and Tristan da Cunha","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1456","Sao Tome and Principe","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1457","Senegal","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1458","Seychelles","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1459","Sierra Leone","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1460","South Africa","AFRO",0,1,0,0,0,"BIC",3,"high-pass","frequency"
"1461","South Sudan","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1462","Togo","AFRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1463","Uganda","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1464","United Republic of Tanzania","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1465","Zambia","AFRO",0,1,0,0,0,"BIC",3,"high-pass","frequency"
"1466","Zimbabwe","AFRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1467","Algeria","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1468","Angola","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1469","Benin","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1470","Botswana","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1471","Burkina Faso","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1472","Burundi","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1473","Cabo Verde","AFRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1474","Cameroon","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1475","Central African Republic","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1476","Chad","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1477","Comoros","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1478","Congo","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1479","Ctedvoire","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1480","Democratic Republic of the Congo","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1481","Equatorial Guinea","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1482","Eritrea","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1483","Eswatini","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1484","Ethiopia","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1485","Gabon","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1486","Gambia","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1487","Ghana","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1488","Guinea","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1489","Guinea-Bissau","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1490","Kenya","AFRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1491","Lesotho","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1492","Liberia","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1493","Madagascar","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1494","Malawi","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1495","Mali","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1496","Mauritania","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1497","Mauritius","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1498","Mayotte","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1499","Mozambique","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1500","Namibia","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1501","Niger","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1502","Nigeria","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1503","Runion","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1504","Rwanda","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1505","Saint Helena Ascension and Tristan da Cunha","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1506","Sao Tome and Principe","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1507","Senegal","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1508","Seychelles","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1509","Sierra Leone","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1510","South Africa","AFRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1511","South Sudan","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1512","Togo","AFRO",0,1,1,0,0,"SC",3,"high-pass","frequency"
"1513","Uganda","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1514","United Republic of Tanzania","AFRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1515","Zambia","AFRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1516","Zimbabwe","AFRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1517","Anguilla","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1518","Antigua and Barbuda","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1519","Argentina","AMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1520","Aruba","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1521","Bahamas","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1522","Barbados","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1523","Belize","AMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1524","Bermuda","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1525","Bolivia (Plurinational State of)","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1526","Bonaire","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1527","Brazil","AMRO",0,1,0,0,0,"BIC",3,"high-pass","frequency"
"1528","British Virgin Islands","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1529","Canada","AMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1530","Cayman Islands","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1531","Chile","AMRO",0,1,0,0,0,"BIC",3,"high-pass","frequency"
"1532","Colombia","AMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1533","Costa Rica","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1534","Cuba","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1535","Curaao","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1536","Dominica","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1537","Dominican Republic","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1538","Ecuador","AMRO",0,1,0,0,0,"BIC",3,"high-pass","frequency"
"1539","El Salvador","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1540","Falkland Islands (Malvinas)","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1541","French Guiana","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1542","Grenada","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1543","Guadeloupe","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1544","Guatemala","AMRO",0,1,0,0,0,"BIC",3,"high-pass","frequency"
"1545","Guyana","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1546","Haiti","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1547","Honduras","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1548","Jamaica","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1549","Martinique","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1550","Mexico","AMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1551","Montserrat","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1552","Nicaragua","AMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1553","Panama","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1554","Paraguay","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1555","Peru","AMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1556","Puerto Rico","AMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1557","Saba","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1558","Saint Barthlemy","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1559","Saint Kitts and Nevis","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1560","Saint Lucia","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1561","Saint Martin","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1562","Saint Pierre and Miquelon","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1563","Saint Vincent and the Grenadines","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1564","Sint Eustatius","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1565","Sint Maarten","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1566","Suriname","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1567","Trinidad and Tobago","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1568","Turks and Caicos Islands","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1569","United States Virgin Islands","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1570","United States of America","AMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1571","Uruguay","AMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1572","Venezuela (Bolivarian Republic of)","AMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1573","Anguilla","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1574","Antigua and Barbuda","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1575","Argentina","AMRO",0,1,1,0,0,"SC",3,"high-pass","frequency"
"1576","Aruba","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1577","Bahamas","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1578","Barbados","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1579","Belize","AMRO",0,1,1,0,0,"SC",3,"high-pass","frequency"
"1580","Bermuda","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1581","Bolivia (Plurinational State of)","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1582","Bonaire","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1583","Brazil","AMRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1584","British Virgin Islands","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1585","Canada","AMRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1586","Cayman Islands","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1587","Chile","AMRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1588","Colombia","AMRO",0,1,1,0,0,"SC",3,"high-pass","frequency"
"1589","Costa Rica","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1590","Cuba","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1591","Curaao","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1592","Dominica","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1593","Dominican Republic","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1594","Ecuador","AMRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1595","El Salvador","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1596","Falkland Islands (Malvinas)","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1597","French Guiana","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1598","Grenada","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1599","Guadeloupe","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1600","Guatemala","AMRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1601","Guyana","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1602","Haiti","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1603","Honduras","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1604","Jamaica","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1605","Martinique","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1606","Mexico","AMRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1607","Montserrat","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1608","Nicaragua","AMRO",0,1,1,0,0,"SC",3,"high-pass","frequency"
"1609","Panama","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1610","Paraguay","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1611","Peru","AMRO",0,1,1,0,0,"SC",3,"high-pass","frequency"
"1612","Puerto Rico","AMRO",0,1,1,0,0,"SC",3,"high-pass","frequency"
"1613","Saba","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1614","Saint Barthlemy","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1615","Saint Kitts and Nevis","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1616","Saint Lucia","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1617","Saint Martin","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1618","Saint Pierre and Miquelon","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1619","Saint Vincent and the Grenadines","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1620","Sint Eustatius","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1621","Sint Maarten","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1622","Suriname","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1623","Trinidad and Tobago","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1624","Turks and Caicos Islands","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1625","United States Virgin Islands","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1626","United States of America","AMRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1627","Uruguay","AMRO",0,1,0,0,0,"SC",3,"high-pass","frequency"
"1628","Venezuela (Bolivarian Republic of)","AMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
"1629","Afghanistan","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1630","Bahrain","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1631","Djibouti","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1632","Egypt","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1633","Iran (Islamic Republic of)","EMRO",0,1,0,0,0,"BIC",3,"high-pass","frequency"
"1634","Iraq","EMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1635","Jordan","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1636","Kuwait","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1637","Lebanon","EMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1638","Libya","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1639","Morocco","EMRO",0,1,1,0,0,"BIC",3,"high-pass","frequency"
"1640","Oman","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1641","Pakistan","EMRO",0,1,0,0,0,"BIC",3,"high-pass","frequency"
"1642","Qatar","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1643","Saudi Arabia","EMRO",0,1,0,0,0,"BIC",3,"high-pass","frequency"
"1644","Somalia","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1645","Sudan","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1646","Syrian Arab Republic","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1647","Tunisia","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1648","United Arab Emirates","EMRO",0,1,0,0,0,"BIC",3,"high-pass","frequency"
"1649","Yemen","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1650","occupied Palestinian territory including east Jerusalem","EMRO",0,0,0,0,0,"BIC",3,"high-pass","frequency"
"1651","Afghanistan","EMRO",0,0,0,0,0,"SC",3,"high-pass","frequency"
