"","Country","WHO_region","T0","T0/2","T0/3","T0/4","T0/5","Criterion","transform","filter","domain"
"6532","Indonesia","SEARO",0,1,0,0,0,"SC",1,"stop-band","frequency"
"6533","Maldives","SEARO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6534","Myanmar","SEARO",0,1,0,0,0,"SC",1,"stop-band","frequency"
"6535","Nepal","SEARO",0,1,0,0,0,"SC",1,"stop-band","frequency"
"6536","Sri Lanka","SEARO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6537","Thailand","SEARO",0,1,1,0,0,"SC",1,"stop-band","frequency"
"6538","Timor-Leste","SEARO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6539","American Samoa","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6540","Australia","WPRO",0,1,1,0,0,"BIC",1,"stop-band","frequency"
"6541","Brunei Darussalam","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6542","Cambodia","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6543","China","WPRO",0,1,0,0,0,"BIC",1,"stop-band","frequency"
"6544","Cook Islands","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6545","Fiji","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6546","French Polynesia","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6547","Guam","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6548","Japan","WPRO",0,1,0,0,0,"BIC",1,"stop-band","frequency"
"6549","Kiribati","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6550","Lao Peoples Democratic Republic","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6551","Malaysia","WPRO",0,1,0,0,0,"BIC",1,"stop-band","frequency"
"6552","Marshall Islands","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6553","Micronesia (Federated States of)","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6554","Mongolia","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6555","Nauru","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6556","New Caledonia","WPRO",0,1,1,0,0,"BIC",1,"stop-band","frequency"
"6557","New Zealand","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6558","Niue","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6559","Northern Mariana Islands (Commonwealth of the)","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6560","Palau","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6561","Papua New Guinea","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6562","Philippines","WPRO",0,1,1,0,0,"BIC",1,"stop-band","frequency"
"6563","Pitcairn Islands","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6564","Republic of Korea","WPRO",0,1,1,0,0,"BIC",1,"stop-band","frequency"
"6565","Samoa","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6566","Singapore","WPRO",0,1,1,0,0,"BIC",1,"stop-band","frequency"
"6567","Solomon Islands","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6568","Tokelau","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6569","Tonga","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6570","Tuvalu","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6571","Vanuatu","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6572","Viet Nam","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6573","Wallis and Futuna","WPRO",0,0,0,0,0,"BIC",1,"stop-band","frequency"
"6574","American Samoa","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6575","Australia","WPRO",0,0,1,0,0,"SC",1,"stop-band","frequency"
"6576","Brunei Darussalam","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6577","Cambodia","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6578","China","WPRO",0,1,0,0,0,"SC",1,"stop-band","frequency"
"6579","Cook Islands","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6580","Fiji","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6581","French Polynesia","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6582","Guam","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6583","Japan","WPRO",0,1,0,0,0,"SC",1,"stop-band","frequency"
"6584","Kiribati","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6585","Lao Peoples Democratic Republic","WPRO",0,1,0,0,0,"SC",1,"stop-band","frequency"
"6586","Malaysia","WPRO",0,1,0,0,0,"SC",1,"stop-band","frequency"
"6587","Marshall Islands","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6588","Micronesia (Federated States of)","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6589","Mongolia","WPRO",0,1,0,0,0,"SC",1,"stop-band","frequency"
"6590","Nauru","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6591","New Caledonia","WPRO",0,1,1,0,0,"SC",1,"stop-band","frequency"
"6592","New Zealand","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6593","Niue","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6594","Northern Mariana Islands (Commonwealth of the)","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6595","Palau","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6596","Papua New Guinea","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6597","Philippines","WPRO",0,1,1,0,0,"SC",1,"stop-band","frequency"
"6598","Pitcairn Islands","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6599","Republic of Korea","WPRO",0,1,1,0,0,"SC",1,"stop-band","frequency"
"6600","Samoa","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6601","Singapore","WPRO",0,1,1,0,0,"SC",1,"stop-band","frequency"
"6602","Solomon Islands","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6603","Tokelau","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6604","Tonga","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6605","Tuvalu","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6606","Vanuatu","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6607","Viet Nam","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6608","Wallis and Futuna","WPRO",0,0,0,0,0,"SC",1,"stop-band","frequency"
"6609","Algeria","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6610","Angola","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6611","Benin","AFRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6612","Botswana","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6613","Burkina Faso","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6614","Burundi","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6615","Cabo Verde","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6616","Cameroon","AFRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6617","Central African Republic","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6618","Chad","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6619","Comoros","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6620","Congo","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6621","Ctedvoire","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6622","Democratic Republic of the Congo","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6623","Equatorial Guinea","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6624","Eritrea","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6625","Eswatini","AFRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6626","Ethiopia","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6627","Gabon","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6628","Gambia","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6629","Ghana","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6630","Guinea","AFRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6631","Guinea-Bissau","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6632","Kenya","AFRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6633","Lesotho","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6634","Liberia","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6635","Madagascar","AFRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6636","Malawi","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6637","Mali","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6638","Mauritania","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6639","Mauritius","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6640","Mayotte","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6641","Mozambique","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6642","Namibia","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6643","Niger","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6644","Nigeria","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6645","Runion","AFRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6646","Rwanda","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6647","Saint Helena Ascension and Tristan da Cunha","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6648","Sao Tome and Principe","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6649","Senegal","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6650","Seychelles","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6651","Sierra Leone","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6652","South Africa","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6653","South Sudan","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6654","Togo","AFRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6655","Uganda","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6656","United Republic of Tanzania","AFRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6657","Zambia","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6658","Zimbabwe","AFRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6659","Algeria","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6660","Angola","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6661","Benin","AFRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6662","Botswana","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6663","Burkina Faso","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6664","Burundi","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6665","Cabo Verde","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6666","Cameroon","AFRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6667","Central African Republic","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6668","Chad","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6669","Comoros","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6670","Congo","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6671","Ctedvoire","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6672","Democratic Republic of the Congo","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6673","Equatorial Guinea","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6674","Eritrea","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6675","Eswatini","AFRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6676","Ethiopia","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6677","Gabon","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6678","Gambia","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6679","Ghana","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6680","Guinea","AFRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6681","Guinea-Bissau","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6682","Kenya","AFRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6683","Lesotho","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6684","Liberia","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6685","Madagascar","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6686","Malawi","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6687","Mali","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6688","Mauritania","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6689","Mauritius","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6690","Mayotte","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6691","Mozambique","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6692","Namibia","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6693","Niger","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6694","Nigeria","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6695","Runion","AFRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6696","Rwanda","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6697","Saint Helena Ascension and Tristan da Cunha","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6698","Sao Tome and Principe","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6699","Senegal","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6700","Seychelles","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6701","Sierra Leone","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6702","South Africa","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6703","South Sudan","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6704","Togo","AFRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6705","Uganda","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6706","United Republic of Tanzania","AFRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6707","Zambia","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6708","Zimbabwe","AFRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6709","Anguilla","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6710","Antigua and Barbuda","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6711","Argentina","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6712","Aruba","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6713","Bahamas","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6714","Barbados","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6715","Belize","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6716","Bermuda","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6717","Bolivia (Plurinational State of)","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6718","Bonaire","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6719","Brazil","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6720","British Virgin Islands","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6721","Canada","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6722","Cayman Islands","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6723","Chile","AMRO",0,1,0,0,0,"BIC",2,"stop-band","frequency"
"6724","Colombia","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6725","Costa Rica","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6726","Cuba","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6727","Curaao","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6728","Dominica","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6729","Dominican Republic","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6730","Ecuador","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6731","El Salvador","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6732","Falkland Islands (Malvinas)","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6733","French Guiana","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6734","Grenada","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6735","Guadeloupe","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6736","Guatemala","AMRO",0,1,0,0,0,"BIC",2,"stop-band","frequency"
"6737","Guyana","AMRO",0,1,0,0,0,"BIC",2,"stop-band","frequency"
"6738","Haiti","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6739","Honduras","AMRO",0,1,0,0,0,"BIC",2,"stop-band","frequency"
"6740","Jamaica","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6741","Martinique","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6742","Mexico","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6743","Montserrat","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6744","Nicaragua","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6745","Panama","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6746","Paraguay","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6747","Peru","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6748","Puerto Rico","AMRO",0,1,0,0,0,"BIC",2,"stop-band","frequency"
"6749","Saba","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6750","Saint Barthlemy","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6751","Saint Kitts and Nevis","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6752","Saint Lucia","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6753","Saint Martin","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6754","Saint Pierre and Miquelon","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6755","Saint Vincent and the Grenadines","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6756","Sint Eustatius","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6757","Sint Maarten","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6758","Suriname","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6759","Trinidad and Tobago","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6760","Turks and Caicos Islands","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6761","United States Virgin Islands","AMRO",0,1,0,0,0,"BIC",2,"stop-band","frequency"
"6762","United States of America","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6763","Uruguay","AMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6764","Venezuela (Bolivarian Republic of)","AMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6765","Anguilla","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6766","Antigua and Barbuda","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6767","Argentina","AMRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6768","Aruba","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6769","Bahamas","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6770","Barbados","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6771","Belize","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6772","Bermuda","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6773","Bolivia (Plurinational State of)","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6774","Bonaire","AMRO",0,0,1,0,0,"SC",2,"stop-band","frequency"
"6775","Brazil","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6776","British Virgin Islands","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6777","Canada","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6778","Cayman Islands","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6779","Chile","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6780","Colombia","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6781","Costa Rica","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6782","Cuba","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6783","Curaao","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6784","Dominica","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6785","Dominican Republic","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6786","Ecuador","AMRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6787","El Salvador","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6788","Falkland Islands (Malvinas)","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6789","French Guiana","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6790","Grenada","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6791","Guadeloupe","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6792","Guatemala","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6793","Guyana","AMRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6794","Haiti","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6795","Honduras","AMRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6796","Jamaica","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6797","Martinique","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6798","Mexico","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6799","Montserrat","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6800","Nicaragua","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6801","Panama","AMRO",0,0,1,0,0,"SC",2,"stop-band","frequency"
"6802","Paraguay","AMRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6803","Peru","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6804","Puerto Rico","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6805","Saba","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6806","Saint Barthlemy","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6807","Saint Kitts and Nevis","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6808","Saint Lucia","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6809","Saint Martin","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6810","Saint Pierre and Miquelon","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6811","Saint Vincent and the Grenadines","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6812","Sint Eustatius","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6813","Sint Maarten","AMRO",0,0,1,0,0,"SC",2,"stop-band","frequency"
"6814","Suriname","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6815","Trinidad and Tobago","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6816","Turks and Caicos Islands","AMRO",0,1,1,0,0,"SC",2,"stop-band","frequency"
"6817","United States Virgin Islands","AMRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6818","United States of America","AMRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6819","Uruguay","AMRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6820","Venezuela (Bolivarian Republic of)","AMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6821","Afghanistan","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6822","Bahrain","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6823","Djibouti","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6824","Egypt","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6825","Iran (Islamic Republic of)","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6826","Iraq","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6827","Jordan","EMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6828","Kuwait","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6829","Lebanon","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6830","Libya","EMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6831","Morocco","EMRO",0,1,0,0,0,"BIC",2,"stop-band","frequency"
"6832","Oman","EMRO",0,1,1,0,0,"BIC",2,"stop-band","frequency"
"6833","Pakistan","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6834","Qatar","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6835","Saudi Arabia","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6836","Somalia","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6837","Sudan","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6838","Syrian Arab Republic","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6839","Tunisia","EMRO",0,0,1,0,0,"BIC",2,"stop-band","frequency"
"6840","United Arab Emirates","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6841","Yemen","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6842","occupied Palestinian territory including east Jerusalem","EMRO",0,0,0,0,0,"BIC",2,"stop-band","frequency"
"6843","Afghanistan","EMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6844","Bahrain","EMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6845","Djibouti","EMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6846","Egypt","EMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6847","Iran (Islamic Republic of)","EMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6848","Iraq","EMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6849","Jordan","EMRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
"6850","Kuwait","EMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6851","Lebanon","EMRO",0,0,0,0,0,"SC",2,"stop-band","frequency"
"6852","Libya","EMRO",0,1,0,0,0,"SC",2,"stop-band","frequency"
